Event	ID	Name			Wwise Object Path	Notes
	243533429	Ally_Voice_Cancel			\VX\Ally\Ally_Voice_Cancel	
	378772636	Enemy_Cannon_Fire			\VX\Enemy\Enemy_Cannon_Fire	
	413417616	Ally_Cannon_Fire			\VX\Ally\Ally_Cannon_Fire	
	535045682	Ally_Cannon_Advance			\VX\Ally\Ally_Cannon_Advance	
	1050776119	Enemy_Shoot			\SFX\Enemy\Enemy_Shoot	
	1135788384	Ally_Player_Hidden			\VX\Ally\Ally_Player_Hidden	
	1337332127	Ally_Player_Far			\VX\Ally\Ally_Player_Far	
	1707855831	Ally_Ally_Death			\VX\Ally\Ally_Ally_Death	
	1807735670	Enemy_Cannon_Advance			\VX\Enemy\Enemy_Cannon_Advance	
	2376509257	Enemy_Voice_Cancel			\VX\Enemy\Enemy_Voice_Cancel	
	2988219764	Ally_Player_Kill			\VX\Ally\Ally_Player_Kill	
	3014529809	Ally_Barricade_State			\VX\Ally\Ally_Barricade_State	
	3114531655	Enemy_Steps			\SFX\Enemy\Enemy_Steps	
	3186371416	Ally_Cannon_Incoming			\VX\Ally\Ally_Cannon_Incoming	
	3252427803	Ally_Shoot			\SFX\Ally\Ally_Shoot	
	3457462997	Enemy_Barricade_State			\VX\Enemy\Enemy_Barricade_State	
	3687575925	Deafening_Recover			\SFX\Player\Deafening_Recover	
	3787232089	Enemy_Bullet_Miss			\SFX\Enemy\Enemy_Bullet_Miss	
	3891079404	Enemy_Cannon_Incoming			\VX\Enemy\Enemy_Cannon_Incoming	

Switch Group	ID	Name			Wwise Object Path	Notes
	1117085073	Character_Type			\Default Work Unit\Character_Type	
	1834394558	Surface			\Default Work Unit\Surface	

Switch	ID	Name	Switch Group			Notes
	408582737	Type6	Character_Type			
	408582738	Type5	Character_Type			
	408582739	Type4	Character_Type			
	408582740	Type3	Character_Type			
	408582741	Type2	Character_Type			
	408582742	Type1	Character_Type			
	504532776	Brick	Surface			
	2058049674	Wood	Surface			
	2449969375	Glass	Surface			
	2473969246	Metal	Surface			

State Group	ID	Name			Wwise Object Path	Notes
	3394146252	barricade_state			\Default Work Unit\barricade_state	

State	ID	Name	State Group			Notes
	231230354	broken	barricade_state			
	545371365	low	barricade_state			
	748895195	None	barricade_state			
	3094168564	intact	barricade_state			

Game Parameter	ID	Name			Wwise Object Path	Notes
	1240670792	Distance			\Default Work Unit\Distance	
	2103536148	Bark_Volume			\Default Work Unit\Bark_Volume	

Effect plug-ins	ID	Name	Type				Notes
	807526038	Meter (Custom)	Wwise Meter			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	60230	VX_Bar_F_Comm_Worker_Cannon_Fired_Yuna-004	.cache\84\{84FFF277-1AB6-8CB4-60FB-F24D0229D657}.wem		\Containers\VX\NPC\Communard\Cannon_Fire\Yuna\VX_Bar_F_Comm_Worker_Cannon_Fired_Yuna-004		7681
	3105062	VX_Bar_M_Comm_Worker_Cannon_Fired_Thomas-005	.cache\15\{159E4064-F97B-41CB-53F2-45FE6C4B59FD}.wem		\Containers\VX\NPC\Communard\Cannon_Fire\Thomas\VX_Bar_M_Comm_Worker_Cannon_Fired_Thomas-005		14300
	11728812	VX_Bar_F_Comm_Worker_Cannon_Fired_Yuna-001	.cache\6D\{6D118765-9BCF-ABC9-FBF3-BF1D919C7608}.wem		\Containers\VX\NPC\Communard\Cannon_Fire\Yuna\VX_Bar_F_Comm_Worker_Cannon_Fired_Yuna-001		7117
	18339512	VX_Bar_M_Comm_Worker_Cannon_Fired_Thomas-003	.cache\2E\{2EA83781-25A6-BEFC-7AC9-D64B125A4E31}.wem		\Containers\VX\NPC\Communard\Cannon_Fire\Thomas\VX_Bar_M_Comm_Worker_Cannon_Fired_Thomas-003		7500
	24042832	LTDC_SFX_Bullet_Hit_LayerBrick_Random_1	.cache\73\{7377A12F-2BD8-E9EE-2FAF-BE9AAE364292}.wem		\Containers\SFX\Characters\NPC\Bullet_Hit\Bullet_Hit_Surface\Bullet_Hit_Brick\LTDC_SFX_Bullet_Hit_LayerBrick_Random_1		5169
	45382777	VX_Bar_F_Comm_Worker_Player_Kill_Yuna-001	.cache\75\{75F224FC-9AD4-3D26-CE6E-21FBE82ECA49}.wem		\Containers\VX\NPC\Communard\Player_Kill\Yuna\VX_Bar_F_Comm_Worker_Player_Kill_Yuna-001		7350
	46056556	VX_Bar_F_Comm_Worker_Ally_Death_Yuna-002	.cache\D9\{D9D84A34-3454-AD3A-FD4C-3AB0AD7B8149}.wem		\Containers\VX\NPC\Communard\Ally_Death\Yuna\VX_Bar_F_Comm_Worker_Ally_Death_Yuna-002		7273
	46971350	VX_Bar_F_Comm_Military_Barricade_Destroyed_Yuna-002	.cache\D1\{D1D7E4BD-03CA-9F99-2741-DFCF7A3671BD}.wem		\Containers\VX\NPC\Communard\Barricade_State\Barricade_Destroyed\Yuna\VX_Bar_F_Comm_Military_Barricade_Destroyed_Yuna-002		6547
